Wall time,Step,Value
1507744806.9552636,3555,2.449215888977051
1507744806.9644754,3565,1.4624431133270264
1507744806.9707048,3570,1.6093502044677734
1507744806.9721377,3571,1.6397908926010132
1507744806.980609,3577,1.4621591567993164
1507744806.9993203,3596,1.5956501960754395
1507744807.0018132,3598,1.6915056705474854
1507744807.021829,3611,1.4624409675598145
1507744807.0294747,3618,1.569209098815918
1507744807.0305355,3619,1.483297348022461
1507744807.0439346,3628,1.4641348123550415
1507744807.0561576,3635,1.4792488813400269
1507744807.0657718,3644,1.463852882385254
1507744807.0878847,3662,1.4633595943450928
1507744807.0900075,3664,1.4678539037704468
1507744807.0943875,3668,1.4636173248291016
1507744807.1203287,3689,1.4630603790283203
1507744807.1358826,3698,1.4776771068572998
1507744807.1728873,3724,1.8216196298599243
1507744807.195333,3739,2.0765457153320312
1507744807.1999438,3743,1.46799898147583
1507744807.2016444,3744,1.462454080581665
1507744807.2070374,3748,1.4653502702713013
1507744807.2123091,3752,1.4864476919174194
1507744807.217628,3754,1.5941383838653564
1507744807.654324,3768,1.482957363128662
1507744807.6567364,3769,1.4677231311798096
1507744807.6861682,3792,1.4804872274398804
1507744807.6874893,3793,1.4808895587921143
1507744807.6980507,3799,1.4653738737106323
1507744807.7044284,3804,1.464415192604065
1507744807.706801,3806,1.4641342163085938
1507744807.7213943,3816,1.4785484075546265
1507744807.7315836,3824,1.6030112504959106
1507744807.7474442,3835,1.463681697845459
1507744807.7610145,3842,1.4685454368591309
1507744807.767725,3847,1.5183035135269165
1507744807.7796135,3855,1.604504108428955
1507744807.7899935,3862,1.4751718044281006
1507744807.7910957,3863,1.467655062675476
1507744807.7923107,3864,1.4882382154464722
1507744807.7960792,3867,1.5703366994857788
1507744807.8804045,3874,1.480176568031311
1507744807.9030464,3894,2.4604392051696777
1507744807.9092965,3899,1.4935182332992554
1507744807.976139,3949,1.461674690246582
1507744807.9816597,3953,1.467755675315857
1507744807.991147,3958,1.4624398946762085
1507744808.0025814,3965,1.465000033378601
1507744808.0074897,3970,1.4691647291183472
1507744808.0196912,3980,1.4679415225982666
1507744808.0422769,3999,1.4622018337249756
1507744808.0736463,4020,1.4684196710586548
1507744808.081201,4026,1.4620318412780762
1507744808.135592,4059,1.4847913980484009
1507744808.1368952,4060,1.4653548002243042
1507744808.1379728,4061,1.5318031311035156
1507744808.1562667,4075,1.4676612615585327
1507744808.1877387,4096,1.687016248703003
1507744808.2040434,4110,1.4653738737106323
1507744808.2226775,4122,1.467652440071106
1507744808.2427027,4137,1.5144282579421997
1507744808.2750363,4162,2.532866954803467
1507744808.2812223,4166,1.4620782136917114
1507744808.2823713,4167,1.6168203353881836
1507744808.302753,4184,1.598282814025879
1507744808.305432,4186,1.4624392986297607
1507744808.3067298,4187,1.4617286920547485
1507744808.3320394,4205,1.475703239440918
1507744808.3396442,4212,1.9529780149459839
1507744808.3940945,4245,1.4644092321395874
1507744808.4006588,4251,1.4616203308105469
1507744808.407127,4257,1.6515377759933472
1507744808.4108677,4260,1.4676568508148193
1507744808.4173176,4264,1.5965938568115234
1507744808.4204535,4266,1.462440013885498
1507744808.4254525,4270,1.4794247150421143
1507744808.4323604,4275,1.5626140832901
1507744808.43978,4279,1.4624173641204834
1507744808.4458137,4284,1.4630179405212402
1507744808.4590034,4294,1.6061110496520996
1507744808.4736607,4305,1.4677149057388306
1507744808.5376291,4351,1.6134631633758545
1507744808.5442026,4357,1.6005933284759521
1507744808.552749,4362,1.5944223403930664
1507744808.6325867,4422,1.4674705266952515
1507744808.6436565,4430,1.7611510753631592
1507744808.6600897,4440,1.4653738737106323
1507744808.6621773,4442,1.5195534229278564
1507744808.6661787,4446,1.4707039594650269
1507744808.6923718,4464,1.4903709888458252
1507744808.6988177,4469,1.4644196033477783
1507744808.7252066,4488,2.372990846633911
1507744808.728556,4491,1.4624398946762085
1507744808.7607853,4516,1.4623304605484009
1507744808.768016,4521,1.463869571685791
1507744808.7696812,4522,1.464406132698059
1507744808.7734807,4524,1.4793035984039307
1507744808.7872221,4533,1.463046669960022
1507744808.8276114,4564,2.5941660404205322
1507744808.8337533,4568,1.5080519914627075
1507744808.866439,4593,1.4658458232879639
1507744808.8773541,4598,1.5550001859664917
1507744808.886352,4607,1.7610065937042236
1507744808.9101927,4625,2.2269585132598877
1507744808.927347,4639,1.4644172191619873
1507744808.9286358,4640,1.5153939723968506
1507744808.9525063,4655,1.4811346530914307
1507744808.9786358,4667,1.7829968929290771
1507744808.9989707,4687,1.462435245513916
1507744809.0023067,4689,1.4624392986297607
1507744809.0157566,4690,1.972184658050537
1507744809.019819,4693,1.4743412733078003
1507744809.0228407,4696,1.616992473602295
1507744809.0352075,4705,1.463497519493103
1507744809.0490303,4713,1.4846760034561157
1507744809.0527167,4716,1.8894600868225098
1507744809.071183,4732,1.6785334348678589
1507744809.075976,4736,1.4624556303024292
1507744809.0835528,4743,1.4653090238571167
1507744809.116668,4767,1.4653820991516113
1507744809.1379638,4783,1.4644273519515991
1507744809.1682024,4805,1.6041345596313477
1507744809.1831317,4819,1.4918051958084106
1507744809.2068439,4839,1.6483705043792725
1507744809.2202024,4848,1.4654091596603394
1507744809.242597,4863,1.463501214981079
1507744809.2434514,4864,1.4673314094543457
1507744809.2535703,4873,1.6523001194000244
1507744809.2656105,4881,1.4653738737106323
1507744809.2697318,4884,1.4630537033081055
1507744809.2807393,4893,1.4993219375610352
1507744809.2940702,4900,1.7053320407867432
1507744809.310238,4912,1.465380072593689
1507744809.3116198,4913,1.4653642177581787
1507744809.3150384,4916,1.4653970003128052
1507744809.3306413,4929,1.4653582572937012
1507744809.3482482,4942,2.5036659240722656
1507744809.355856,4946,1.5895254611968994
1507744809.3581061,4948,1.4696556329727173
1507744809.364562,4953,2.347644090652466
1507744809.3749745,4960,1.5136702060699463
1507744809.3824291,4966,1.480452299118042
1507744809.3834372,4967,1.4653735160827637
1507744809.4109428,4989,2.1263504028320312
1507744809.4197395,4994,2.1158175468444824
1507744809.4316356,5003,1.4624416828155518
1507744809.4512124,5014,1.4683845043182373
1507744809.4782994,5030,1.6161847114562988
1507744809.4979644,5047,1.5009092092514038
1507744809.506596,5053,1.4624398946762085
1507744809.5088415,5055,1.6198947429656982
1507744809.5109973,5057,1.5969139337539673
1507744809.516421,5062,1.6138813495635986
1507744809.5205865,5066,1.480781078338623
1507744809.5465147,5085,1.4795558452606201
1507744809.5623708,5098,1.4642016887664795
1507744809.5810502,5112,2.5628576278686523
1507744809.5904675,5119,1.56459641456604
1507744809.608272,5132,1.4641380310058594
1507744809.6258094,5146,1.464280366897583
1507744809.6509094,5148,1.6093668937683105
1507744809.652521,5150,1.4678254127502441
1507744809.6535153,5151,1.8160219192504883
1507744809.6549969,5153,1.464322805404663
1507744809.6613297,5159,1.4964959621429443
1507744809.6634133,5161,1.4648818969726562
1507744809.6656268,5163,1.4624929428100586
1507744809.6671882,5164,2.6911520957946777
1507744809.6695716,5166,2.463268518447876
1507744809.7291863,5201,1.6061882972717285
1507744809.735769,5205,1.4653738737106323
1507744809.7419372,5209,1.4813343286514282
1507744809.7530093,5218,1.9257985353469849
1507744809.7640214,5226,1.464290738105774
1507744809.772704,5231,1.4653739929199219
1507744809.7801833,5237,1.4623018503189087
1507744809.7911532,5245,1.462440013885498
1507744809.8047876,5253,1.4871827363967896
1507744809.820173,5265,1.46538507938385
1507744809.9635756,5317,1.488116979598999
1507744809.967977,5321,1.4807599782943726
1507744809.9709644,5323,1.5796494483947754
1507744809.9754782,5326,1.596914529800415
1507744809.993497,5337,1.4669944047927856
1507744810.0034308,5346,1.4624398946762085
1507744810.0113041,5352,1.5268816947937012
1507744810.0549078,5381,2.3746917247772217
1507744810.056774,5383,2.0625734329223633
1507744810.0616324,5388,2.5026984214782715
1507744810.0625875,5389,1.4722647666931152
1507744810.0887074,5409,1.4676543474197388
1507744810.0945594,5414,1.4688225984573364
1507744810.1095018,5424,1.4874365329742432
1507744810.1216593,5432,1.467998743057251
1507744810.2401907,5455,1.663280963897705
1507744810.3122144,5474,1.4676570892333984
1507744810.3183353,5480,1.4944125413894653
1507744810.3216374,5483,1.4653725624084473
1507744810.3438838,5495,1.4699640274047852
1507744810.3534892,5502,1.478251576423645
1507744810.3725517,5516,1.4795029163360596
1507744810.380169,5523,1.4781875610351562
1507744810.391956,5532,1.4853030443191528
1507744810.3978298,5535,1.6107314825057983
1507744810.582584,5547,1.4653278589248657
1507744810.5975773,5561,1.4784231185913086
1507744810.6101296,5570,1.4706915616989136
1507744810.6133347,5573,1.712947130203247
1507744810.616709,5576,1.4678928852081299
1507744810.640061,5592,1.572217583656311
1507744810.6446617,5596,1.525397777557373
1507744810.6505566,5601,1.4652953147888184
1507744810.6712215,5613,1.4676566123962402
1507744810.678914,5620,1.7759114503860474
1507744810.6861494,5625,1.7794408798217773
1507744810.7119505,5643,1.4623231887817383
1507744810.7177088,5648,1.469176173210144
1507744810.7211795,5650,1.4812593460083008
1507744810.730168,5655,1.4676569700241089
1507744810.7379823,5662,1.4623768329620361
1507744810.7595313,5680,1.480944037437439
1507744810.7685132,5686,1.4712555408477783
1507744810.7847128,5701,1.4681167602539062
1507744810.8876748,5745,1.4813854694366455
1507744810.8919787,5749,1.464701771736145
1507744810.8929873,5750,1.4706878662109375
1507744810.904329,5759,1.6216694116592407
1507744810.91085,5764,2.0479512214660645
1507744810.9233408,5773,1.467656135559082
1507744810.9312375,5780,1.4676610231399536
1507744811.0573459,5825,1.4793790578842163
1507744811.068227,5835,1.462439775466919
1507744811.0692294,5836,1.462429165840149
1507744811.0751493,5839,1.4624396562576294
1507744811.1217432,5874,1.4670441150665283
1507744811.1327507,5883,1.4648969173431396
1507744811.1361828,5886,1.6074142456054688
1507744811.137233,5887,1.4676549434661865
1507744811.152995,5897,1.479114055633545
1507744811.1676736,5909,1.4726086854934692
1507744811.2022336,5937,1.6442921161651611
1507744811.2087512,5941,1.4678016901016235
1507744811.214285,5945,1.466270089149475
1507744811.2154605,5946,1.5141154527664185
1507744811.2279685,5955,1.4640779495239258
1507744811.3381765,6026,2.4451324939727783
1507744811.3478131,6032,1.462354063987732
1507744811.3575797,6042,1.4677562713623047
1507744811.4048972,6078,2.5434718132019043
1507744811.4185312,6089,1.4624210596084595
1507744811.4254482,6095,1.4772385358810425
1507744811.4509113,6113,1.4660135507583618
1507744811.4582539,6119,1.4783653020858765
1507744811.4604516,6121,1.690949559211731
1507744811.4928086,6145,1.4678287506103516
1507744811.5068784,6156,1.4678059816360474
1507744811.5163062,6162,1.4648704528808594
1507744811.5255635,6168,1.482656717300415
1507744811.5426102,6180,1.4649393558502197
1507744811.5505202,6186,1.4653695821762085
1507744811.5567417,6192,1.493072748184204
1507744811.5577292,6193,1.4932838678359985
1507744811.559878,6195,1.4614136219024658
1507744811.5628734,6198,1.481343150138855
1507744811.5729554,6205,1.488565444946289
1507744811.5800698,6209,1.4680283069610596
1507744811.582525,6211,1.4922311305999756
1507744811.5897412,6216,1.46189284324646
1507744811.6076193,6224,1.4640700817108154
1507744811.6155329,6231,1.5085349082946777
1507744811.619365,6235,1.4729576110839844
1507744811.6569338,6266,1.4653741121292114
1507744811.6940856,6297,1.4676568508148193
1507744811.7069457,6304,2.39672589302063
1507744811.730916,6323,1.8316397666931152
1507744811.7321026,6324,1.6077544689178467
1507744811.7380817,6328,1.4716418981552124
1507744811.7417214,6331,1.4621002674102783
1507744811.7427025,6332,1.6171035766601562
1507744811.7439353,6333,1.465868592262268
1507744811.7541366,6342,1.853837251663208
1507744811.76398,6349,1.4692710638046265
1507744811.7732687,6354,1.4647051095962524
1507744811.779469,6360,1.4641622304916382
1507744811.815999,6390,1.4782627820968628
1507744811.817436,6391,1.4779479503631592
1507744811.846588,6412,1.4699636697769165
1507744811.8579462,6422,1.462440013885498
1507744811.9032006,6454,1.623149037361145
1507744811.915702,6466,1.46128249168396
1507744811.975583,6479,1.6035847663879395
1507744811.977308,6480,1.608702540397644
1507744812.0103397,6502,1.4624313116073608
1507744812.0208251,6510,1.4645006656646729
1507744812.0394976,6527,1.4624595642089844
1507744812.0472047,6533,1.471598505973816
1507744812.05831,6541,1.4624375104904175
1507744812.0849357,6559,2.480128765106201
1507744812.1034954,6573,1.4643672704696655
1507744812.126038,6592,1.462440013885498
1507744812.13449,6598,1.596519947052002
1507744812.1366239,6599,1.8746378421783447
1507744812.1495287,6606,1.4626423120498657
1507744812.17503,6623,1.4843165874481201
1507744812.184518,6630,1.4653717279434204
1507744812.1994858,6643,1.466436743736267
1507744812.2005017,6644,1.4627399444580078
1507744812.2457724,6682,1.4690934419631958
1507744812.2469423,6683,1.497347116470337
1507744812.269337,6700,1.624124526977539
1507744812.275093,6704,1.4798182249069214
1507744812.2975209,6719,1.4654804468154907
1507744812.310898,6729,1.4782688617706299
1507744812.3535435,6757,2.3400673866271973
1507744812.3589354,6761,1.7755088806152344
1507744812.3682368,6768,1.4735110998153687
1507744812.3868897,6778,1.4630619287490845
1507744812.4245796,6805,1.4653736352920532
1507744812.4308696,6810,1.4624398946762085
1507744812.4325645,6811,1.4624321460723877
1507744812.4467483,6820,1.4624228477478027
1507744812.5029454,6858,1.553843379020691
