Wall time,Step,Value
1507744800.0157232,8,1.462222933769226
1507744800.0320628,21,1.4662351608276367
1507744800.03582,24,1.4653738737106323
1507744800.082943,56,1.4816402196884155
1507744800.0842402,57,1.4650863409042358
1507744800.086515,59,2.408024311065674
1507744800.116613,82,1.4653738737106323
1507744800.1196418,83,2.3665566444396973
1507744800.127137,90,1.4627491235733032
1507744800.128084,91,1.4676635265350342
1507744800.4307,107,1.462440013885498
1507744800.7650254,142,1.507009506225586
1507744800.8056376,170,1.507584810256958
1507744800.811799,174,1.4875855445861816
1507744800.8131588,175,2.3657383918762207
1507744800.8275042,188,1.4884356260299683
1507744800.9830496,215,1.4613564014434814
1507744800.9881358,220,1.4818015098571777
1507744801.2295802,229,1.472462773323059
1507744801.2366176,237,1.461795449256897
1507744801.2481258,247,1.4653775691986084
1507744801.2721488,264,1.4841433763504028
1507744801.2885177,275,1.4623820781707764
1507744801.3172336,297,1.4648460149765015
1507744801.3205943,300,1.5965625047683716
1507744801.3227322,302,1.4653738737106323
1507744801.3618615,328,1.6730990409851074
1507744801.3647525,331,1.528706669807434
1507744801.383587,341,1.571621060371399
1507744801.390423,348,1.4783527851104736
1507744801.4087214,360,1.617021083831787
1507744801.4156516,366,1.46244215965271
1507744801.420707,371,1.4801616668701172
1507744801.4256966,375,1.4777681827545166
1507744801.4580033,402,1.4653738737106323
1507744801.4726613,411,1.4622750282287598
1507744801.4894629,425,1.4622751474380493
1507744801.502386,434,1.5634407997131348
1507744801.5197363,446,1.4622033834457397
1507744801.5340476,455,1.5090606212615967
1507744801.7797012,506,1.4653738737106323
1507744801.7867775,513,1.463129997253418
1507744801.788359,514,1.4627976417541504
1507744801.7925565,517,1.474554181098938
1507744801.8020508,523,1.6102912425994873
1507744801.8040717,524,1.4687414169311523
1507744801.8222463,539,1.4653738737106323
1507744801.8349998,550,1.5256391763687134
1507744801.8358848,551,1.620611310005188
1507744801.8368819,552,1.610420823097229
1507744801.837982,553,1.4623974561691284
1507744801.8519578,563,1.467464566230774
1507744801.8654554,573,1.5162832736968994
1507744801.8738863,580,1.4923908710479736
1507744801.889255,588,1.4659024477005005
1507744801.894743,592,2.0644173622131348
1507744801.9082263,602,1.484421730041504
1507744801.9246626,614,1.502366065979004
1507744801.946811,628,1.4781620502471924
1507744801.9607918,637,1.4643968343734741
1507744801.973273,649,1.5596623420715332
1507744801.9880114,660,1.637082815170288
1507744801.9921134,663,1.4644062519073486
1507744802.0012834,668,2.1453511714935303
1507744802.0349622,689,1.465367317199707
1507744802.0380752,691,1.4676553010940552
1507744802.5781047,696,1.4870423078536987
1507744802.581415,700,1.5103849172592163
1507744802.5872643,707,1.4644321203231812
1507744802.6349895,742,1.518310546875
1507744802.6402824,745,1.488312005996704
1507744802.6472597,751,1.466552495956421
1507744802.655655,758,1.5910320281982422
1507744802.6578646,760,1.485428810119629
1507744802.6602147,762,1.4624416828155518
1507744802.706899,793,1.4642354249954224
1507744802.7153044,798,1.495435357093811
1507744802.7178798,799,1.4653738737106323
1507744802.7342765,814,1.4714086055755615
1507744802.7358937,815,2.3614487648010254
1507744802.7416413,819,1.9923014640808105
1507744802.7442498,821,1.462170124053955
1507744802.7507114,826,1.4676488637924194
1507744802.7818525,841,1.4653738737106323
1507744802.7942636,849,1.4629751443862915
1507744802.7954965,850,1.462440848350525
1507744802.803512,855,1.463374137878418
1507744802.8166478,866,1.4653522968292236
1507744802.829494,876,1.467171549797058
1507744802.8392384,883,1.4824676513671875
1507744802.8424528,886,1.4833968877792358
1507744802.8449442,888,1.4653738737106323
1507744802.8646004,901,1.517171859741211
1507744802.8678162,904,1.468563199043274
1507744802.878178,913,1.500149130821228
1507744802.9040549,930,1.4967570304870605
1507744802.9158616,940,1.5100553035736084
1507744802.959057,974,2.3053183555603027
1507744802.9623442,977,1.464795708656311
1507744802.9867542,995,1.479276418685913
1507744803.0023732,1006,1.4791921377182007
1507744803.0047507,1008,1.4624862670898438
1507744803.048773,1041,1.464325189590454
1507744803.0518024,1043,1.6270662546157837
1507744803.067444,1055,1.4908015727996826
1507744803.071873,1058,1.4671287536621094
1507744803.080374,1065,1.4780365228652954
1507744803.0887017,1071,1.4624441862106323
1507744803.1143527,1090,1.4676568508148193
1507744803.1714334,1131,1.4647347927093506
1507744803.1739833,1133,1.605729103088379
1507744803.2049108,1154,1.466954231262207
1507744803.2075455,1156,1.4657541513442993
1507744803.2186773,1164,1.6301318407058716
1507744803.2241697,1169,1.4774099588394165
1507744803.2302744,1175,1.4653739929199219
1507744803.2589428,1194,2.47253680229187
1507744803.2664797,1201,1.4676575660705566
1507744803.279927,1210,1.634050726890564
1507744803.2868462,1215,1.4873771667480469
1507744803.2946692,1221,1.4793813228607178
1507744803.3129878,1233,1.49309241771698
1507744803.3287296,1243,1.4653942584991455
1507744803.3332973,1247,1.464226245880127
1507744803.3379707,1250,1.539785385131836
1507744803.3446045,1255,1.4653738737106323
1507744803.3538287,1262,1.485796332359314
1507744803.3783503,1279,1.4640133380889893
1507744803.3883064,1287,1.5003260374069214
1507744803.4074197,1302,1.464359998703003
1507744803.413117,1307,1.617142677307129
1507744803.4159484,1309,1.6167834997177124
1507744803.4209027,1313,1.4676569700241089
1507744803.4223287,1314,1.5924973487854004
1507744803.4378078,1327,1.4936493635177612
1507744803.5438647,1353,1.7757704257965088
1507744803.570927,1376,1.467713713645935
1507744803.6661892,1402,1.4638378620147705
1507744803.6781695,1412,1.4624398946762085
1507744803.6790788,1413,1.4857970476150513
1507744803.679977,1414,1.4623943567276
1507744803.683466,1417,1.4629570245742798
1507744803.686116,1419,1.465374231338501
1507744803.6897295,1422,1.4941000938415527
1507744803.6938097,1425,1.6035475730895996
1507744803.7343147,1458,1.464425802230835
1507744803.7393935,1462,1.493768334388733
1507744803.7488956,1470,1.47298264503479
1507744803.7654936,1479,1.5514196157455444
1507744803.7664118,1480,1.5969154834747314
1507744803.7793925,1490,1.461617350578308
1507744803.8054497,1511,1.6092422008514404
1507744803.8198984,1520,1.465353012084961
1507744803.8346016,1530,1.477996587753296
1507744803.8595114,1545,2.462480068206787
1507744803.864434,1549,1.4752004146575928
1507744803.89966,1575,1.462439775466919
1507744803.9126585,1584,1.4959051609039307
1507744803.9335153,1597,1.468203067779541
1507744803.9400158,1601,1.4625242948532104
1507744803.9666734,1619,1.4681190252304077
1507744803.970001,1622,1.5813755989074707
1507744803.9711804,1623,1.4642407894134521
1507744803.975227,1626,1.4653676748275757
1507744803.9787107,1628,1.4702996015548706
1507744803.98786,1632,1.618456244468689
1507744803.9974656,1641,1.4644194841384888
1507744803.9997416,1643,1.4757035970687866
1507744804.006999,1647,2.5937108993530273
1507744804.0086825,1648,1.4789432287216187
1507744804.0153975,1652,1.4782437086105347
1507744804.0216913,1657,1.4621580839157104
1507744804.082934,1700,1.4775564670562744
1507744804.1188319,1720,1.4678637981414795
1507744804.1444502,1739,1.4650537967681885
1507744804.1484773,1742,1.4808601140975952
1507744804.162336,1750,1.5309308767318726
1507744804.1724274,1757,1.4691556692123413
1507744804.2028003,1782,1.4730815887451172
1507744804.2062926,1785,1.4653258323669434
1507744804.224334,1799,1.4646692276000977
1507744804.2320285,1803,1.5986641645431519
1507744804.2409084,1811,1.7070496082305908
1507744804.2443902,1814,1.6369032859802246
1507744804.2494783,1817,1.485542893409729
1507744804.2539196,1820,1.493869662284851
1507744804.2970986,1850,1.4633210897445679
1507744804.2998395,1852,1.4808602333068848
1507744804.3206956,1866,1.4623922109603882
1507744804.3276215,1871,1.4613730907440186
1507744804.3332822,1876,1.6104968786239624
1507744804.3472173,1887,1.4706244468688965
1507744804.3645597,1900,1.4618432521820068
1507744804.3672135,1903,2.3396317958831787
1507744804.3862193,1920,1.4643776416778564
1507744804.4057739,1937,1.4789397716522217
1507744804.4130905,1943,1.4664164781570435
1507744804.4244766,1950,1.5462027788162231
1507744804.4440737,1964,1.5832606554031372
1507744804.4661536,1980,1.6044883728027344
1507744804.4745817,1986,1.462440013885498
1507744804.4865363,1993,1.462439775466919
1507744804.5268373,2025,1.464285135269165
1507744804.5517428,2041,1.4676568508148193
1507744804.5678003,2054,1.6043694019317627
1507744804.5995708,2076,1.4644172191619873
1507744804.6072729,2082,2.5530738830566406
1507744804.613235,2086,1.4624401330947876
1507744804.61918,2090,1.4726961851119995
1507744804.6250389,2095,1.4993839263916016
1507744804.642506,2109,1.5156958103179932
1507744804.6447892,2111,1.4785667657852173
1507744804.6816738,2135,1.4620290994644165
1507744804.7244713,2166,2.495612859725952
1507744804.7369702,2175,1.4970800876617432
1507744804.7381637,2176,1.596909761428833
1507744804.7431815,2180,1.4678679704666138
1507744804.7608662,2190,1.4782432317733765
1507744804.7641897,2193,2.406403064727783
1507744804.7670515,2195,1.4950790405273438
1507744804.7684023,2196,1.4906980991363525
1507744804.7921755,2206,1.4643781185150146
1507744804.8051608,2215,1.464418888092041
1507744804.8177042,2222,1.462440013885498
1507744804.822352,2226,1.4653817415237427
1507744804.8644133,2248,1.6580041646957397
1507744804.8903418,2268,1.4974077939987183
1507744804.8915238,2269,1.4834191799163818
1507744804.8949494,2272,1.4921400547027588
1507744804.8962228,2273,2.4472908973693848
1507744804.902744,2279,1.5244377851486206
1507744804.9035983,2280,1.4794875383377075
1507744804.9328382,2291,1.467795491218567
1507744804.9549396,2308,1.4613313674926758
1507744804.9616792,2312,1.4676531553268433
1507744804.965301,2315,1.4754372835159302
1507744804.9749525,2324,1.4708291292190552
1507744805.0247066,2361,1.5095828771591187
1507744805.076676,2399,1.4676506519317627
1507744805.0984142,2417,1.4688568115234375
1507744805.0999525,2418,1.4624398946762085
1507744805.136867,2441,1.464426875114441
1507744805.1674027,2467,1.4674972295761108
1507744805.168473,2468,1.4631800651550293
1507744805.178824,2478,1.4705697298049927
1507744805.22572,2507,1.4625204801559448
1507744805.2274642,2508,1.5492171049118042
1507744805.2330005,2513,1.462388038635254
1507744805.2508209,2525,1.482688069343567
1507744805.2731788,2541,1.4794598817825317
1507744805.2793136,2545,1.4798306226730347
1507744805.2828076,2548,1.463860034942627
1507744805.2875745,2552,1.464418888092041
1507744805.296604,2558,1.462439775466919
1507744805.3257432,2580,1.4886820316314697
1507744805.3357303,2589,1.5662964582443237
1507744805.3381863,2591,1.5075767040252686
1507744805.3422337,2594,1.4678525924682617
1507744805.3504553,2599,1.472292184829712
1507744805.3576913,2606,1.4653775691986084
1507744805.3676934,2614,1.577641248703003
1507744805.3736434,2618,1.5053430795669556
1507744805.3844333,2626,1.462440013885498
1507744805.4033542,2644,1.4626250267028809
1507744805.4109962,2650,1.46956205368042
1507744805.4286857,2663,1.4649442434310913
1507744805.4303896,2665,1.4653745889663696
1507744805.4382396,2673,1.465376377105713
1507744805.4668875,2688,1.4624121189117432
1507744805.4685373,2689,1.4849872589111328
1507744805.4863617,2702,1.4706951379776
1507744805.498113,2711,2.469996452331543
1507744805.5009513,2713,1.4798885583877563
1507744805.5040326,2715,1.4706908464431763
1507744805.5104923,2720,1.4862878322601318
1507744805.5118065,2721,1.4676570892333984
1507744805.5238879,2728,1.478943109512329
1507744805.5259366,2730,1.4793593883514404
1507744805.5337694,2736,1.4618431329727173
1507744805.537812,2739,1.5659711360931396
1507744805.546021,2744,1.5070677995681763
1507744805.834359,2751,1.479019045829773
1507744805.8439891,2759,1.4797052145004272
1507744805.871424,2777,2.6310412883758545
1507744805.8775563,2779,1.4653738737106323
1507744805.8988729,2793,1.4676152467727661
1507744805.9011095,2795,1.5269094705581665
1507744805.9072626,2800,1.6448277235031128
1507744805.9163282,2805,1.4653652906417847
1507744805.924889,2812,1.467698574066162
1507744805.9325972,2818,1.6179224252700806
1507744805.9637892,2838,1.6453067064285278
1507744805.981485,2849,1.4653738737106323
1507744805.993452,2855,1.4782342910766602
1507744806.0065415,2865,1.464414358139038
1507744806.0166461,2871,1.5966825485229492
1507744806.0223908,2876,1.4649157524108887
1507744806.0479906,2892,1.498000144958496
1507744806.0599177,2900,1.4733905792236328
1507744806.088334,2921,1.4704560041427612
1507744806.1475213,2963,1.4670521020889282
1507744806.1528459,2967,1.4682512283325195
1507744806.157225,2970,1.468300461769104
1507744806.159394,2972,1.6083455085754395
1507744806.1636846,2976,1.5930094718933105
1507744806.1686645,2980,2.0376901626586914
1507744806.1713953,2982,1.4676568508148193
1507744806.200594,3002,1.4644190073013306
1507744806.215283,3013,1.4623829126358032
1507744806.2393885,3032,1.470599889755249
1507744806.249976,3040,1.4676449298858643
1507744806.2691236,3052,2.1351702213287354
1507744806.2715297,3054,1.520221471786499
1507744806.2808175,3063,1.462992548942566
1507744806.2964694,3074,2.4844672679901123
1507744806.300212,3077,1.4855965375900269
1507744806.3135242,3089,1.4682750701904297
1507744806.3266096,3099,1.4652423858642578
1507744806.328853,3101,1.479331612586975
1507744806.3325899,3104,1.4676798582077026
1507744806.334014,3105,1.484161615371704
1507744806.3654387,3129,1.6038073301315308
1507744806.3703332,3133,1.6445808410644531
1507744806.3975904,3151,1.4623922109603882
1507744806.4292724,3172,1.46189284324646
1507744806.4459524,3182,1.4927151203155518
1507744806.4813528,3206,1.4627293348312378
1507744806.482919,3207,1.467067003250122
1507744806.5638266,3267,1.4982144832611084
1507744806.5730338,3274,1.5954270362854004
1507744806.5757492,3276,1.59481942653656
1507744806.5910592,3289,1.4656057357788086
1507744806.6039097,3299,1.46540367603302
1507744806.604976,3300,1.6077996492385864
1507744806.609299,3304,1.9134435653686523
1507744806.615487,3309,1.4644207954406738
1507744806.6307263,3318,1.4880733489990234
1507744806.6319485,3319,1.4716098308563232
1507744806.6331322,3320,1.6261578798294067
1507744806.6468332,3331,1.4653741121292114
1507744806.6518319,3335,1.4676482677459717
1507744806.6620867,3342,1.4762508869171143
1507744806.693794,3364,1.4639860391616821
1507744806.7077365,3375,1.4762440919876099
1507744806.7096217,3377,1.4696199893951416
1507744806.7124352,3380,1.5968338251113892
1507744806.7389522,3399,1.4907125234603882
1507744806.7552183,3412,1.4653738737106323
1507744806.7623122,3417,1.5892308950424194
1507744806.7775245,3428,1.4828089475631714
1507744806.782232,3432,1.4623767137527466
1507744806.7834823,3433,2.373843193054199
1507744806.8059928,3449,1.4689710140228271
1507744806.8246374,3459,1.4797046184539795
1507744806.8279095,3462,1.4661047458648682
1507744806.843773,3472,1.5178011655807495
1507744806.8666782,3492,1.6066923141479492
1507744806.8676796,3493,1.4676567316055298
1507744806.8737497,3498,1.4797768592834473
1507744806.8812165,3504,1.467655062675476
1507744806.8920074,3510,1.6406171321868896
1507744806.9000251,3516,2.252697229385376
1507744806.954361,3554,2.4010729789733887
